Ticker,ISIN,Sector,Allocation,Fund,Index
HDLV,IE00BWTN6Y99,Telecommunications,8.58,Invesco S&P 500 High Dividend Low Volatility UCITS ETF,S&P 500 Low Volatility High Dividend
HDLV,IE00BWTN6Y99,Materials,6.68,Invesco S&P 500 High Dividend Low Volatility UCITS ETF,S&P 500 Low Volatility High Dividend
HDLV,IE00BWTN6Y99,Technology,3.66,Invesco S&P 500 High Dividend Low Volatility UCITS ETF,S&P 500 Low Volatility High Dividend
HDLV,IE00BWTN6Y99,Industrials,1.94,Invesco S&P 500 High Dividend Low Volatility UCITS ETF,S&P 500 Low Volatility High Dividend
HDLV,IE00BWTN6Y99,Other,5.8,Invesco S&P 500 High Dividend Low Volatility UCITS ETF,S&P 500 Low Volatility High Dividend
EL4Y,DE000ETFL250,Financials,18.39,Deka STOXX Europe 50 UCITS ETF,STOXX Europe 50
EL4Y,DE000ETFL250,Health Care,14.47,Deka STOXX Europe 50 UCITS ETF,STOXX Europe 50
EL4Y,DE000ETFL250,Industrials,13.03,Deka STOXX Europe 50 UCITS ETF,STOXX Europe 50
EL4Y,DE000ETFL250,Consumer Staples,11.84,Deka STOXX Europe 50 UCITS ETF,STOXX Europe 50
EL4Y,DE000ETFL250,Technology,9.85,Deka STOXX Europe 50 UCITS ETF,STOXX Europe 50
EL4Y,DE000ETFL250,Consumer Discretionary,9.39,Deka STOXX Europe 50 UCITS ETF,STOXX Europe 50
EL4Y,DE000ETFL250,Energy,7.35,Deka STOXX Europe 50 UCITS ETF,STOXX Europe 50
EL4Y,DE000ETFL250,Materials,4.44,Deka STOXX Europe 50 UCITS ETF,STOXX Europe 50
EL4Y,DE000ETFL250,Utilities,3.64,Deka STOXX Europe 50 UCITS ETF,STOXX Europe 50
EL4Y,DE000ETFL250,Other,7.6,Deka STOXX Europe 50 UCITS ETF,STOXX Europe 50
CEUD,IE00BYXZ2585,Financials,19.07,iShares Core MSCI EMU UCITS ETF EUR (Dist),MSCI EMU
CEUD,IE00BYXZ2585,Industrials,18.22,iShares Core MSCI EMU UCITS ETF EUR (Dist),MSCI EMU
CEUD,IE00BYXZ2585,Technology,14.7,iShares Core MSCI EMU UCITS ETF EUR (Dist),MSCI EMU
CEUD,IE00BYXZ2585,Consumer Discretionary,14.28,iShares Core MSCI EMU UCITS ETF EUR (Dist),MSCI EMU
CEUD,IE00BYXZ2585,Consumer Staples,6.51,iShares Core MSCI EMU UCITS ETF EUR (Dist),MSCI EMU
CEUD,IE00BYXZ2585,Health Care,5.94,iShares Core MSCI EMU UCITS ETF EUR (Dist),MSCI EMU
CEUD,IE00BYXZ2585,Utilities,5.53,iShares Core MSCI EMU UCITS ETF EUR (Dist),MSCI EMU
CEUD,IE00BYXZ2585,Telecommunications,4.54,iShares Core MSCI EMU UCITS ETF EUR (Dist),MSCI EMU
CEUD,IE00BYXZ2585,Materials,3.98,iShares Core MSCI EMU UCITS ETF EUR (Dist),MSCI EMU
CEUD,IE00BYXZ2585,Other,7.23,iShares Core MSCI EMU UCITS ETF EUR (Dist),MSCI EMU
CSSX5E,IE00B53L3W79,Financials,19.69,iShares Core EURO STOXX 50 UCITS ETF (Acc),EURO STOXX 50
CSSX5E,IE00B53L3W79,Consumer Discretionary,18.65,iShares Core EURO STOXX 50 UCITS ETF (Acc),EURO STOXX 50
CSSX5E,IE00B53L3W79,Industrials,18.25,iShares Core EURO STOXX 50 UCITS ETF (Acc),EURO STOXX 50
CSSX5E,IE00B53L3W79,Technology,18.04,iShares Core EURO STOXX 50 UCITS ETF (Acc),EURO STOXX 50
CSSX5E,IE00B53L3W79,Consumer Staples,6.52,iShares Core EURO STOXX 50 UCITS ETF (Acc),EURO STOXX 50
CSSX5E,IE00B53L3W79,Energy,4.3,iShares Core EURO STOXX 50 UCITS ETF (Acc),EURO STOXX 50
CSSX5E,IE00B53L3W79,Utilities,3.82,iShares Core EURO STOXX 50 UCITS ETF (Acc),EURO STOXX 50
CSSX5E,IE00B53L3W79,Materials,3.73,iShares Core EURO STOXX 50 UCITS ETF (Acc),EURO STOXX 50
CSSX5E,IE00B53L3W79,Health Care,3.69,iShares Core EURO STOXX 50 UCITS ETF (Acc),EURO STOXX 50
CSSX5E,IE00B53L3W79,Telecommunications,3.03,iShares Core EURO STOXX 50 UCITS ETF (Acc),EURO STOXX 50
CSSX5E,IE00B53L3W79,Other,0.28,iShares Core EURO STOXX 50 UCITS ETF (Acc),EURO STOXX 50
EL4A,DE000ETFL011,Industrials,26.37,Deka DAX UCITS ETF,DAX
EL4A,DE000ETFL011,Financials,20.27,Deka DAX UCITS ETF,DAX
EL4A,DE000ETFL011,Technology,17.92,Deka DAX UCITS ETF,DAX
EL4A,DE000ETFL011,Consumer Discretionary,10.09,Deka DAX UCITS ETF,DAX
EL4A,DE000ETFL011,Telecommunications,7.35,Deka DAX UCITS ETF,DAX
EL4A,DE000ETFL011,Health Care,5.64,Deka DAX UCITS ETF,DAX
EL4A,DE000ETFL011,Materials,4.76,Deka DAX UCITS ETF,DAX
EL4A,DE000ETFL011,Utilities,3.18,Deka DAX UCITS ETF,DAX
EL4A,DE000ETFL011,Consumer Staples,1.81,Deka DAX UCITS ETF,DAX
EL4A,DE000ETFL011,Other,2.61,Deka DAX UCITS ETF,DAX
UQLTE,IE00BWT3KN65,Technology,54.43,UBS ETF (IE) Factor MSCI USA Quality UCITS ETF (hedged to EUR) A-acc,MSCI USA Quality (EUR Hedged)
UQLTE,IE00BWT3KN65,Industrials,12.7,UBS ETF (IE) Factor MSCI USA Quality UCITS ETF (hedged to EUR) A-acc,MSCI USA Quality (EUR Hedged)
UQLTE,IE00BWT3KN65,Health Care,10.21,UBS ETF (IE) Factor MSCI USA Quality UCITS ETF (hedged to EUR) A-acc,MSCI USA Quality (EUR Hedged)
UQLTE,IE00BWT3KN65,Consumer Staples,8.73,UBS ETF (IE) Factor MSCI USA Quality UCITS ETF (hedged to EUR) A-acc,MSCI USA Quality (EUR Hedged)
UQLTE,IE00BWT3KN65,Consumer Discretionary,3.92,UBS ETF (IE) Factor MSCI USA Quality UCITS ETF (hedged to EUR) A-acc,MSCI USA Quality (EUR Hedged)
UQLTE,IE00BWT3KN65,Telecommunications,2.14,UBS ETF (IE) Factor MSCI USA Quality UCITS ETF (hedged to EUR) A-acc,MSCI USA Quality (EUR Hedged)
UQLTE,IE00BWT3KN65,Financials,1.9,UBS ETF (IE) Factor MSCI USA Quality UCITS ETF (hedged to EUR) A-acc,MSCI USA Quality (EUR Hedged)
UQLTE,IE00BWT3KN65,Utilities,0.1,UBS ETF (IE) Factor MSCI USA Quality UCITS ETF (hedged to EUR) A-acc,MSCI USA Quality (EUR Hedged)
UQLTE,IE00BWT3KN65,Energy,0.05,UBS ETF (IE) Factor MSCI USA Quality UCITS ETF (hedged to EUR) A-acc,MSCI USA Quality (EUR Hedged)
UQLTE,IE00BWT3KN65,Other,5.82,UBS ETF (IE) Factor MSCI USA Quality UCITS ETF (hedged to EUR) A-acc,MSCI USA Quality (EUR Hedged)
CSEMAS,IE00B5L8K969,Technology,29.76,iShares MSCI EM Asia UCITS ETF (Acc),MSCI Emerging Markets Asia
CSEMAS,IE00B5L8K969,Financials,18.62,iShares MSCI EM Asia UCITS ETF (Acc),MSCI Emerging Markets Asia
CSEMAS,IE00B5L8K969,Consumer Discretionary,14.79,iShares MSCI EM Asia UCITS ETF (Acc),MSCI Emerging Markets Asia
CSEMAS,IE00B5L8K969,Telecommunications,9.96,iShares MSCI EM Asia UCITS ETF (Acc),MSCI Emerging Markets Asia
CSEMAS,IE00B5L8K969,Industrials,6.01,iShares MSCI EM Asia UCITS ETF (Acc),MSCI Emerging Markets Asia
CSEMAS,IE00B5L8K969,Materials,3.85,iShares MSCI EM Asia UCITS ETF (Acc),MSCI Emerging Markets Asia
CSEMAS,IE00B5L8K969,Consumer Staples,3.59,iShares MSCI EM Asia UCITS ETF (Acc),MSCI Emerging Markets Asia
CSEMAS,IE00B5L8K969,Health Care,3.54,iShares MSCI EM Asia UCITS ETF (Acc),MSCI Emerging Markets Asia
CSEMAS,IE00B5L8K969,Energy,3.25,iShares MSCI EM Asia UCITS ETF (Acc),MSCI Emerging Markets Asia
CSEMAS,IE00B5L8K969,Other,6.63,iShares MSCI EM Asia UCITS ETF (Acc),MSCI Emerging Markets Asia
HMWD,IE00B4X9L533,Technology,28.17,HSBC MSCI World UCITS ETF USD,MSCI World
HMWD,IE00B4X9L533,Financials,13.55,HSBC MSCI World UCITS ETF USD,MSCI World
HMWD,IE00B4X9L533,Consumer Discretionary,11.34,HSBC MSCI World UCITS ETF USD,MSCI World
HMWD,IE00B4X9L533,Industrials,9.85,HSBC MSCI World UCITS ETF USD,MSCI World
HMWD,IE00B4X9L533,Health Care,9.63,HSBC MSCI World UCITS ETF USD,MSCI World
HMWD,IE00B4X9L533,Telecommunications,7.95,HSBC MSCI World UCITS ETF USD,MSCI World
HMWD,IE00B4X9L533,Consumer Staples,5.74,HSBC MSCI World UCITS ETF USD,MSCI World
HMWD,IE00B4X9L533,Energy,3.75,HSBC MSCI World UCITS ETF USD,MSCI World
HMWD,IE00B4X9L533,Materials,2.84,HSBC MSCI World UCITS ETF USD,MSCI World
HMWD,IE00B4X9L533,Other,7.18,HSBC MSCI World UCITS ETF USD,MSCI World
XNAS,IE00BMFKG444,Technology,52.02,Xtrackers Nasdaq 100 UCITS ETF 1C,Nasdaq-100
XNAS,IE00BMFKG444,Consumer Discretionary,14.8,Xtrackers Nasdaq 100 UCITS ETF 1C,Nasdaq-100
XNAS,IE00BMFKG444,Telecommunications,14.75,Xtrackers Nasdaq 100 UCITS ETF 1C,Nasdaq-100
XNAS,IE00BMFKG444,Consumer Staples,5.44,Xtrackers Nasdaq 100 UCITS ETF 1C,Nasdaq-100
XNAS,IE00BMFKG444,Health Care,4.45,Xtrackers Nasdaq 100 UCITS ETF 1C,Nasdaq-100
XNAS,IE00BMFKG444,Industrials,3.7,Xtrackers Nasdaq 100 UCITS ETF 1C,Nasdaq-100
XNAS,IE00BMFKG444,Utilities,1.24,Xtrackers Nasdaq 100 UCITS ETF 1C,Nasdaq-100
XNAS,IE00BMFKG444,Energy,0.55,Xtrackers Nasdaq 100 UCITS ETF 1C,Nasdaq-100
XNAS,IE00BMFKG444,Other,3.05,Xtrackers Nasdaq 100 UCITS ETF 1C,Nasdaq-100
UEQD,IE00BD34DK07,Technology,34.62,UBS ETF (IE) S&P 500 UCITS ETF (hedged to EUR) A-acc,S&P 500 EUR Hedged
UEQD,IE00BD34DK07,Consumer Discretionary,11.33,UBS ETF (IE) S&P 500 UCITS ETF (hedged to EUR) A-acc,S&P 500 EUR Hedged
UEQD,IE00BD34DK07,Financials,10.63,UBS ETF (IE) S&P 500 UCITS ETF (hedged to EUR) A-acc,S&P 500 EUR Hedged
UEQD,IE00BD34DK07,Health Care,9.86,UBS ETF (IE) S&P 500 UCITS ETF (hedged to EUR) A-acc,S&P 500 EUR Hedged
UEQD,IE00BD34DK07,Telecommunications,9.32,UBS ETF (IE) S&P 500 UCITS ETF (hedged to EUR) A-acc,S&P 500 EUR Hedged
UEQD,IE00BD34DK07,Industrials,7.48,UBS ETF (IE) S&P 500 UCITS ETF (hedged to EUR) A-acc,S&P 500 EUR Hedged
UEQD,IE00BD34DK07,Consumer Staples,5.19,UBS ETF (IE) S&P 500 UCITS ETF (hedged to EUR) A-acc,S&P 500 EUR Hedged
UEQD,IE00BD34DK07,Energy,3.14,UBS ETF (IE) S&P 500 UCITS ETF (hedged to EUR) A-acc,S&P 500 EUR Hedged
UEQD,IE00BD34DK07,Utilities,2.3,UBS ETF (IE) S&P 500 UCITS ETF (hedged to EUR) A-acc,S&P 500 EUR Hedged
UEQD,IE00BD34DK07,Other,6.13,UBS ETF (IE) S&P 500 UCITS ETF (hedged to EUR) A-acc,S&P 500 EUR Hedged
LCAS,LU1781541849,Technology,30.45,Amundi MSCI Emerging Asia II UCITS ETF Acc,MSCI Emerging Markets Asia
LCAS,LU1781541849,Financials,22.04,Amundi MSCI Emerging Asia II UCITS ETF Acc,MSCI Emerging Markets Asia
LCAS,LU1781541849,Consumer Discretionary,15.33,Amundi MSCI Emerging Asia II UCITS ETF Acc,MSCI Emerging Markets Asia
LCAS,LU1781541849,Telecommunications,8.47,Amundi MSCI Emerging Asia II UCITS ETF Acc,MSCI Emerging Markets Asia
LCAS,LU1781541849,Consumer Staples,4.84,Amundi MSCI Emerging Asia II UCITS ETF Acc,MSCI Emerging Markets Asia
LCAS,LU1781541849,Industrials,4.35,Amundi MSCI Emerging Asia II UCITS ETF Acc,MSCI Emerging Markets Asia
LCAS,LU1781541849,Health Care,4.09,Amundi MSCI Emerging Asia II UCITS ETF Acc,MSCI Emerging Markets Asia
LCAS,LU1781541849,Materials,3.49,Amundi MSCI Emerging Asia II UCITS ETF Acc,MSCI Emerging Markets Asia
LCAS,LU1781541849,Energy,2.64,Amundi MSCI Emerging Asia II UCITS ETF Acc,MSCI Emerging Markets Asia
LCAS,LU1781541849,Other,4.3,Amundi MSCI Emerging Asia II UCITS ETF Acc,MSCI Emerging Markets Asia
X135,LU1681042435,Industrials,24.57,Amundi ETF MSCI Europe Growth UCITS ETF,MSCI Europe Growth
X135,LU1681042435,Technology,16.21,Amundi ETF MSCI Europe Growth UCITS ETF,MSCI Europe Growth
X135,LU1681042435,Consumer Discretionary,14.31,Amundi ETF MSCI Europe Growth UCITS ETF,MSCI Europe Growth
X135,LU1681042435,Health Care,13.34,Amundi ETF MSCI Europe Growth UCITS ETF,MSCI Europe Growth
X135,LU1681042435,Consumer Staples,9.64,Amundi ETF MSCI Europe Growth UCITS ETF,MSCI Europe Growth
X135,LU1681042435,Financials,6.71,Amundi ETF MSCI Europe Growth UCITS ETF,MSCI Europe Growth
X135,LU1681042435,Materials,4.64,Amundi ETF MSCI Europe Growth UCITS ETF,MSCI Europe Growth
X135,LU1681042435,Telecommunications,2.53,Amundi ETF MSCI Europe Growth UCITS ETF,MSCI Europe Growth
X135,LU1681042435,Utilities,0.82,Amundi ETF MSCI Europe Growth UCITS ETF,MSCI Europe Growth
X135,LU1681042435,Other,7.23,Amundi ETF MSCI Europe Growth UCITS ETF,MSCI Europe Growth
CSMIB,IE00B53L4X51,Financials,41.41,iShares FTSE MIB UCITS ETF (Acc),FTSE MIB
CSMIB,IE00B53L4X51,Consumer Discretionary,18.15,iShares FTSE MIB UCITS ETF (Acc),FTSE MIB
CSMIB,IE00B53L4X51,Utilities,16.36,iShares FTSE MIB UCITS ETF (Acc),FTSE MIB
CSMIB,IE00B53L4X51,Industrials,6.61,iShares FTSE MIB UCITS ETF (Acc),FTSE MIB
CSMIB,IE00B53L4X51,Energy,6.2,iShares FTSE MIB UCITS ETF (Acc),FTSE MIB
CSMIB,IE00B53L4X51,Technology,3.91,iShares FTSE MIB UCITS ETF (Acc),FTSE MIB
CSMIB,IE00B53L4X51,Health Care,2.03,iShares FTSE MIB UCITS ETF (Acc),FTSE MIB
CSMIB,IE00B53L4X51,Telecommunications,1.16,iShares FTSE MIB UCITS ETF (Acc),FTSE MIB
CSMIB,IE00B53L4X51,Materials,0.59,iShares FTSE MIB UCITS ETF (Acc),FTSE MIB
CSMIB,IE00B53L4X51,Other,3.58,iShares FTSE MIB UCITS ETF (Acc),FTSE MIB
XMK9,LU0659580079,Industrials,23.1,Xtrackers MSCI Japan UCITS ETF 4C EUR hedged,MSCI Japan 100% Hedged to EUR
XMK9,LU0659580079,Consumer Discretionary,19.16,Xtrackers MSCI Japan UCITS ETF 4C EUR hedged,MSCI Japan 100% Hedged to EUR
XMK9,LU0659580079,Financials,15.62,Xtrackers MSCI Japan UCITS ETF 4C EUR hedged,MSCI Japan 100% Hedged to EUR
XMK9,LU0659580079,Technology,13.76,Xtrackers MSCI Japan UCITS ETF 4C EUR hedged,MSCI Japan 100% Hedged to EUR
XMK9,LU0659580079,Health Care,7.73,Xtrackers MSCI Japan UCITS ETF 4C EUR hedged,MSCI Japan 100% Hedged to EUR
XMK9,LU0659580079,Telecommunications,7.26,Xtrackers MSCI Japan UCITS ETF 4C EUR hedged,MSCI Japan 100% Hedged to EUR
XMK9,LU0659580079,Consumer Staples,5.24,Xtrackers MSCI Japan UCITS ETF 4C EUR hedged,MSCI Japan 100% Hedged to EUR
XMK9,LU0659580079,Materials,3.81,Xtrackers MSCI Japan UCITS ETF 4C EUR hedged,MSCI Japan 100% Hedged to EUR
XMK9,LU0659580079,Real Estate,2.29,Xtrackers MSCI Japan UCITS ETF 4C EUR hedged,MSCI Japan 100% Hedged to EUR
XMK9,LU0659580079,Other,2.03,Xtrackers MSCI Japan UCITS ETF 4C EUR hedged,MSCI Japan 100% Hedged to EUR
XD9U,IE00BJ0KDR00,Technology,34.87,Xtrackers MSCI USA UCITS ETF 1C,MSCI USA
XD9U,IE00BJ0KDR00,Consumer Discretionary,11.67,Xtrackers MSCI USA UCITS ETF 1C,MSCI USA
XD9U,IE00BJ0KDR00,Financials,10.4,Xtrackers MSCI USA UCITS ETF 1C,MSCI USA
XD9U,IE00BJ0KDR00,Health Care,9.89,Xtrackers MSCI USA UCITS ETF 1C,MSCI USA
XD9U,IE00BJ0KDR00,Telecommunications,9.31,Xtrackers MSCI USA UCITS ETF 1C,MSCI USA
XD9U,IE00BJ0KDR00,Industrials,7.61,Xtrackers MSCI USA UCITS ETF 1C,MSCI USA
XD9U,IE00BJ0KDR00,Consumer Staples,5.09,Xtrackers MSCI USA UCITS ETF 1C,MSCI USA
XD9U,IE00BJ0KDR00,Energy,3.19,Xtrackers MSCI USA UCITS ETF 1C,MSCI USA
XD9U,IE00BJ0KDR00,Utilities,2.23,Xtrackers MSCI USA UCITS ETF 1C,MSCI USA
XD9U,IE00BJ0KDR00,Other,5.74,Xtrackers MSCI USA UCITS ETF 1C,MSCI USA
ISPA,DE000A0F5UH1,Financials,37.66,iShares STOXX Global Select Dividend 100 UCITS ETF (DE),STOXX Global Select Dividend 100
ISPA,DE000A0F5UH1,Utilities,9.48,iShares STOXX Global Select Dividend 100 UCITS ETF (DE),STOXX Global Select Dividend 100
ISPA,DE000A0F5UH1,Industrials,9.09,iShares STOXX Global Select Dividend 100 UCITS ETF (DE),STOXX Global Select Dividend 100
ISPA,DE000A0F5UH1,Energy,9.03,iShares STOXX Global Select Dividend 100 UCITS ETF (DE),STOXX Global Select Dividend 100
ISPA,DE000A0F5UH1,Consumer Discretionary,7.52,iShares STOXX Global Select Dividend 100 UCITS ETF (DE),STOXX Global Select Dividend 100
ISPA,DE000A0F5UH1,Materials,7.48,iShares STOXX Global Select Dividend 100 UCITS ETF (DE),STOXX Global Select Dividend 100
ISPA,DE000A0F5UH1,Real Estate,6.36,iShares STOXX Global Select Dividend 100 UCITS ETF (DE),STOXX Global Select Dividend 100
ISPA,DE000A0F5UH1,Telecommunications,4.49,iShares STOXX Global Select Dividend 100 UCITS ETF (DE),STOXX Global Select Dividend 100
ISPA,DE000A0F5UH1,Consumer Staples,3.04,iShares STOXX Global Select Dividend 100 UCITS ETF (DE),STOXX Global Select Dividend 100
ISPA,DE000A0F5UH1,Other,5.85,iShares STOXX Global Select Dividend 100 UCITS ETF (DE),STOXX Global Select Dividend 100
XAIX,IE00BGV5VN51,Technology,70.67,Xtrackers Artificial Intelligence & Big Data UCITS ETF 1C,Nasdaq Global Artificial Intelligence and Big Data
XAIX,IE00BGV5VN51,Telecommunications,14.8,Xtrackers Artificial Intelligence & Big Data UCITS ETF 1C,Nasdaq Global Artificial Intelligence and Big Data
XAIX,IE00BGV5VN51,Financials,6.01,Xtrackers Artificial Intelligence & Big Data UCITS ETF 1C,Nasdaq Global Artificial Intelligence and Big Data
XAIX,IE00BGV5VN51,Consumer Discretionary,5.26,Xtrackers Artificial Intelligence & Big Data UCITS ETF 1C,Nasdaq Global Artificial Intelligence and Big Data
XAIX,IE00BGV5VN51,Industrials,0.06,Xtrackers Artificial Intelligence & Big Data UCITS ETF 1C,Nasdaq Global Artificial Intelligence and Big Data
XAIX,IE00BGV5VN51,Other,3.21,Xtrackers Artificial Intelligence & Big Data UCITS ETF 1C,Nasdaq Global Artificial Intelligence and Big Data
ZPRV,IE00BSPLC413,Financials,22.68,SPDR MSCI USA Small Cap Value Weighted UCITS ETF,MSCI USA Small Cap Value Weighted
ZPRV,IE00BSPLC413,Consumer Discretionary,17.12,SPDR MSCI USA Small Cap Value Weighted UCITS ETF,MSCI USA Small Cap Value Weighted
ZPRV,IE00BSPLC413,Industrials,13.36,SPDR MSCI USA Small Cap Value Weighted UCITS ETF,MSCI USA Small Cap Value Weighted
ZPRV,IE00BSPLC413,Technology,8.44,SPDR MSCI USA Small Cap Value Weighted UCITS ETF,MSCI USA Small Cap Value Weighted
ZPRV,IE00BSPLC413,Energy,6.73,SPDR MSCI USA Small Cap Value Weighted UCITS ETF,MSCI USA Small Cap Value Weighted
ZPRV,IE00BSPLC413,Materials,6.16,SPDR MSCI USA Small Cap Value Weighted UCITS ETF,MSCI USA Small Cap Value Weighted
ZPRV,IE00BSPLC413,Health Care,5.43,SPDR MSCI USA Small Cap Value Weighted UCITS ETF,MSCI USA Small Cap Value Weighted
ZPRV,IE00BSPLC413,Real Estate,4.94,SPDR MSCI USA Small Cap Value Weighted UCITS ETF,MSCI USA Small Cap Value Weighted
ZPRV,IE00BSPLC413,Consumer Staples,4.55,SPDR MSCI USA Small Cap Value Weighted UCITS ETF,MSCI USA Small Cap Value Weighted
ZPRV,IE00BSPLC413,Other,10.59,SPDR MSCI USA Small Cap Value Weighted UCITS ETF,MSCI USA Small Cap Value Weighted
C051,LU0378434236,Financials,42.95,ComStage EURO STOXX Select Dividend 30 UCITS ETF,EURO STOXX Select Dividend 30
C051,LU0378434236,Consumer Discretionary,11.24,ComStage EURO STOXX Select Dividend 30 UCITS ETF,EURO STOXX Select Dividend 30
C051,LU0378434236,Utilities,10.07,ComStage EURO STOXX Select Dividend 30 UCITS ETF,EURO STOXX Select Dividend 30
C051,LU0378434236,Industrials,7.92,ComStage EURO STOXX Select Dividend 30 UCITS ETF,EURO STOXX Select Dividend 30
C051,LU0378434236,Telecommunications,6.61,ComStage EURO STOXX Select Dividend 30 UCITS ETF,EURO STOXX Select Dividend 30
C051,LU0378434236,Real Estate,5.58,ComStage EURO STOXX Select Dividend 30 UCITS ETF,EURO STOXX Select Dividend 30
C051,LU0378434236,Consumer Staples,4.73,ComStage EURO STOXX Select Dividend 30 UCITS ETF,EURO STOXX Select Dividend 30
C051,LU0378434236,Energy,3.39,ComStage EURO STOXX Select Dividend 30 UCITS ETF,EURO STOXX Select Dividend 30
C051,LU0378434236,Materials,3.05,ComStage EURO STOXX Select Dividend 30 UCITS ETF,EURO STOXX Select Dividend 30
C051,LU0378434236,Other,4.46,ComStage EURO STOXX Select Dividend 30 UCITS ETF,EURO STOXX Select Dividend 30
EL4B,DE000ETFL029,Financials,19.73,Deka EURO STOXX 50 UCITS ETF,EURO STOXX 50
EL4B,DE000ETFL029,Consumer Discretionary,18.68,Deka EURO STOXX 50 UCITS ETF,EURO STOXX 50
EL4B,DE000ETFL029,Industrials,18.28,Deka EURO STOXX 50 UCITS ETF,EURO STOXX 50
EL4B,DE000ETFL029,Technology,18.07,Deka EURO STOXX 50 UCITS ETF,EURO STOXX 50
EL4B,DE000ETFL029,Consumer Staples,6.53,Deka EURO STOXX 50 UCITS ETF,EURO STOXX 50
EL4B,DE000ETFL029,Energy,4.31,Deka EURO STOXX 50 UCITS ETF,EURO STOXX 50
EL4B,DE000ETFL029,Utilities,3.82,Deka EURO STOXX 50 UCITS ETF,EURO STOXX 50
EL4B,DE000ETFL029,Materials,3.73,Deka EURO STOXX 50 UCITS ETF,EURO STOXX 50
EL4B,DE000ETFL029,Health Care,3.7,Deka EURO STOXX 50 UCITS ETF,EURO STOXX 50
EL4B,DE000ETFL029,Telecommunications,3.04,Deka EURO STOXX 50 UCITS ETF,EURO STOXX 50
EL4B,DE000ETFL029,Other,0.11,Deka EURO STOXX 50 UCITS ETF,EURO STOXX 50
MOAT,IE00BQQP9H09,Technology,30.61,VanEck Morningstar US Sustainable Wide Moat UCITS ETF,Morningstar US Sustainable Moat Focus
MOAT,IE00BQQP9H09,Financials,21.73,VanEck Morningstar US Sustainable Wide Moat UCITS ETF,Morningstar US Sustainable Moat Focus
MOAT,IE00BQQP9H09,Consumer Staples,13.8,VanEck Morningstar US Sustainable Wide Moat UCITS ETF,Morningstar US Sustainable Moat Focus
MOAT,IE00BQQP9H09,Industrials,11.32,VanEck Morningstar US Sustainable Wide Moat UCITS ETF,Morningstar US Sustainable Moat Focus
MOAT,IE00BQQP9H09,Consumer Discretionary,8.97,VanEck Morningstar US Sustainable Wide Moat UCITS ETF,Morningstar US Sustainable Moat Focus
MOAT,IE00BQQP9H09,Health Care,7.82,VanEck Morningstar US Sustainable Wide Moat UCITS ETF,Morningstar US Sustainable Moat Focus
MOAT,IE00BQQP9H09,Telecommunications,4.52,VanEck Morningstar US Sustainable Wide Moat UCITS ETF,Morningstar US Sustainable Moat Focus
MOAT,IE00BQQP9H09,Materials,1.23,VanEck Morningstar US Sustainable Wide Moat UCITS ETF,Morningstar US Sustainable Moat Focus
XMJP,LU0274209740,Industrials,23.1,Xtrackers MSCI Japan UCITS ETF 1C,MSCI Japan
XMJP,LU0274209740,Consumer Discretionary,19.16,Xtrackers MSCI Japan UCITS ETF 1C,MSCI Japan
XMJP,LU0274209740,Financials,15.62,Xtrackers MSCI Japan UCITS ETF 1C,MSCI Japan
XMJP,LU0274209740,Technology,13.76,Xtrackers MSCI Japan UCITS ETF 1C,MSCI Japan
XMJP,LU0274209740,Health Care,7.73,Xtrackers MSCI Japan UCITS ETF 1C,MSCI Japan
XMJP,LU0274209740,Telecommunications,7.26,Xtrackers MSCI Japan UCITS ETF 1C,MSCI Japan
XMJP,LU0274209740,Consumer Staples,5.24,Xtrackers MSCI Japan UCITS ETF 1C,MSCI Japan
XMJP,LU0274209740,Materials,3.81,Xtrackers MSCI Japan UCITS ETF 1C,MSCI Japan
XMJP,LU0274209740,Real Estate,2.29,Xtrackers MSCI Japan UCITS ETF 1C,MSCI Japan
XMJP,LU0274209740,Other,2.03,Xtrackers MSCI Japan UCITS ETF 1C,MSCI Japan
CSSMI,CH0008899764,Health Care,36.61,iShares SMI (CH),SMI
CSSMI,CH0008899764,Financials,20.24,iShares SMI (CH),SMI
CSSMI,CH0008899764,Consumer Staples,15.87,iShares SMI (CH),SMI
CSSMI,CH0008899764,Materials,9.24,iShares SMI (CH),SMI
CSSMI,CH0008899764,Industrials,8.66,iShares SMI (CH),SMI
CSSMI,CH0008899764,Consumer Discretionary,6.0,iShares SMI (CH),SMI
CSSMI,CH0008899764,Telecommunications,1.04,iShares SMI (CH),SMI
CSSMI,CH0008899764,Technology,1.03,iShares SMI (CH),SMI
SWDA,IE00B4L5Y983,Technology,28.2,iShares Core MSCI World UCITS ETF,MSCI World
SWDA,IE00B4L5Y983,Technology,28.2,iShares Core MSCI World UCITS ETF USD (Acc),MSCI World
SWDA,IE00B4L5Y983,Financials,13.48,iShares Core MSCI World UCITS ETF,MSCI World
SWDA,IE00B4L5Y983,Financials,13.48,iShares Core MSCI World UCITS ETF USD (Acc),MSCI World
SWDA,IE00B4L5Y983,Consumer Discretionary,11.31,iShares Core MSCI World UCITS ETF,MSCI World
SWDA,IE00B4L5Y983,Consumer Discretionary,11.31,iShares Core MSCI World UCITS ETF USD (Acc),MSCI World
SWDA,IE00B4L5Y983,Industrials,9.77,iShares Core MSCI World UCITS ETF,MSCI World
SWDA,IE00B4L5Y983,Industrials,9.77,iShares Core MSCI World UCITS ETF USD (Acc),MSCI World
