Ticker,ISIN,Country,Allocation,Fund,Index
X35E,LU0290356954,Spain,10.59,Xtrackers Eurozone Government Bond 3-5 UCITS ETF 1C,Markit iBoxx EUR Eurozone (DE ES FR IT NL) 3-5
X35E,LU0290356954,Netherlands,3.85,Xtrackers Eurozone Government Bond 3-5 UCITS ETF 1C,Markit iBoxx EUR Eurozone (DE ES FR IT NL) 3-5
X35E,LU0290356954,Other,42.57,Xtrackers Eurozone Government Bond 3-5 UCITS ETF 1C,Markit iBoxx EUR Eurozone (DE ES FR IT NL) 3-5
HMEM,IE00B5SSQT16,China,25.66,HSBC MSCI Emerging Markets UCITS ETF USD,MSCI Emerging Markets
HMEM,IE00B5SSQT16,Taiwan,19.6,HSBC MSCI Emerging Markets UCITS ETF USD,MSCI Emerging Markets
HMEM,IE00B5SSQT16,India,18.4,HSBC MSCI Emerging Markets UCITS ETF USD,MSCI Emerging Markets
HMEM,IE00B5SSQT16,South Korea,9.01,HSBC MSCI Emerging Markets UCITS ETF USD,MSCI Emerging Markets
HMEM,IE00B5SSQT16,Saudi Arabia,4.1,HSBC MSCI Emerging Markets UCITS ETF USD,MSCI Emerging Markets
HMEM,IE00B5SSQT16,South Africa,2.17,HSBC MSCI Emerging Markets UCITS ETF USD,MSCI Emerging Markets
HMEM,IE00B5SSQT16,Brazil,2.02,HSBC MSCI Emerging Markets UCITS ETF USD,MSCI Emerging Markets
HMEM,IE00B5SSQT16,Mexico,1.59,HSBC MSCI Emerging Markets UCITS ETF USD,MSCI Emerging Markets
HMEM,IE00B5SSQT16,Malaysia,1.53,HSBC MSCI Emerging Markets UCITS ETF USD,MSCI Emerging Markets
HMEM,IE00B5SSQT16,Other,15.92,HSBC MSCI Emerging Markets UCITS ETF USD,MSCI Emerging Markets
X13N,LU1681041544,United Kingdom,28.57,Amundi ETF MSCI Europe Low Size Factor UCITS ETF,MSCI Europe Mid Cap
X13N,LU1681041544,Sweden,9.99,Amundi ETF MSCI Europe Low Size Factor UCITS ETF,MSCI Europe Mid Cap
X13N,LU1681041544,Switzerland,9.5,Amundi ETF MSCI Europe Low Size Factor UCITS ETF,MSCI Europe Mid Cap
X13N,LU1681041544,France,7.33,Amundi ETF MSCI Europe Low Size Factor UCITS ETF,MSCI Europe Mid Cap
X13N,LU1681041544,Germany,6.81,Amundi ETF MSCI Europe Low Size Factor UCITS ETF,MSCI Europe Mid Cap
X13N,LU1681041544,Italy,5.22,Amundi ETF MSCI Europe Low Size Factor UCITS ETF,MSCI Europe Mid Cap
X13N,LU1681041544,Denmark,4.09,Amundi ETF MSCI Europe Low Size Factor UCITS ETF,MSCI Europe Mid Cap
X13N,LU1681041544,Norway,3.99,Amundi ETF MSCI Europe Low Size Factor UCITS ETF,MSCI Europe Mid Cap
X13N,LU1681041544,Spain,3.68,Amundi ETF MSCI Europe Low Size Factor UCITS ETF,MSCI Europe Mid Cap
X13N,LU1681041544,Other,20.82,Amundi ETF MSCI Europe Low Size Factor UCITS ETF,MSCI Europe Mid Cap
CSBGE7,IE00B3VTML14,France,24.1,iShares Euro Government Bond 3-7yr UCITS ETF (Acc),Bloomberg Euro Government Bond 3-7 Year
CSBGE7,IE00B3VTML14,Germany,19.99,iShares Euro Government Bond 3-7yr UCITS ETF (Acc),Bloomberg Euro Government Bond 3-7 Year
CSBGE7,IE00B3VTML14,Italy,18.45,iShares Euro Government Bond 3-7yr UCITS ETF (Acc),Bloomberg Euro Government Bond 3-7 Year
CSBGE7,IE00B3VTML14,Spain,15.92,iShares Euro Government Bond 3-7yr UCITS ETF (Acc),Bloomberg Euro Government Bond 3-7 Year
CSBGE7,IE00B3VTML14,Netherlands,5.0,iShares Euro Government Bond 3-7yr UCITS ETF (Acc),Bloomberg Euro Government Bond 3-7 Year
CSBGE7,IE00B3VTML14,Other,16.54,iShares Euro Government Bond 3-7yr UCITS ETF (Acc),Bloomberg Euro Government Bond 3-7 Year
USVEUY,IE00B78JSG98,United States,93.11,UBS ETF (IE) MSCI USA Value UCITS ETF (USD) A-dis,MSCI USA Value
USVEUY,IE00B78JSG98,Ireland,2.67,UBS ETF (IE) MSCI USA Value UCITS ETF (USD) A-dis,MSCI USA Value
USVEUY,IE00B78JSG98,Other,4.22,UBS ETF (IE) MSCI USA Value UCITS ETF (USD) A-dis,MSCI USA Value
E950,DE000ETF9504,France,38.02,Lyxor 1 EURO STOXX 50® UCITS ETF,EURO STOXX 50
E950,DE000ETF9504,Germany,25.29,Lyxor 1 EURO STOXX 50® UCITS ETF,EURO STOXX 50
E950,DE000ETF9504,Netherlands,17.53,Lyxor 1 EURO STOXX 50® UCITS ETF,EURO STOXX 50
E950,DE000ETF9504,Spain,5.86,Lyxor 1 EURO STOXX 50® UCITS ETF,EURO STOXX 50
E950,DE000ETF9504,United Kingdom,5.34,Lyxor 1 EURO STOXX 50® UCITS ETF,EURO STOXX 50
E950,DE000ETF9504,Italy,3.69,Lyxor 1 EURO STOXX 50® UCITS ETF,EURO STOXX 50
E950,DE000ETF9504,Ireland,1.91,Lyxor 1 EURO STOXX 50® UCITS ETF,EURO STOXX 50
E950,DE000ETF9504,Belgium,1.64,Lyxor 1 EURO STOXX 50® UCITS ETF,EURO STOXX 50
E950,DE000ETF9504,Other,0.72,Lyxor 1 EURO STOXX 50® UCITS ETF,EURO STOXX 50
GCVE,IE00BDT6FP91,United States,21.14,SPDR Refinitiv Global Convertible Bond EUR Hedged UCITS ETF,FTSE Qualified Global Convertible (EUR Hedged)
GCVE,IE00BDT6FP91,Cayman Islands,5.05,SPDR Refinitiv Global Convertible Bond EUR Hedged UCITS ETF,FTSE Qualified Global Convertible (EUR Hedged)
GCVE,IE00BDT6FP91,France,4.29,SPDR Refinitiv Global Convertible Bond EUR Hedged UCITS ETF,FTSE Qualified Global Convertible (EUR Hedged)
GCVE,IE00BDT6FP91,Germany,4.26,SPDR Refinitiv Global Convertible Bond EUR Hedged UCITS ETF,FTSE Qualified Global Convertible (EUR Hedged)
GCVE,IE00BDT6FP91,Japan,2.45,SPDR Refinitiv Global Convertible Bond EUR Hedged UCITS ETF,FTSE Qualified Global Convertible (EUR Hedged)
GCVE,IE00BDT6FP91,Netherlands,2.36,SPDR Refinitiv Global Convertible Bond EUR Hedged UCITS ETF,FTSE Qualified Global Convertible (EUR Hedged)
GCVE,IE00BDT6FP91,Spain,1.72,SPDR Refinitiv Global Convertible Bond EUR Hedged UCITS ETF,FTSE Qualified Global Convertible (EUR Hedged)
GCVE,IE00BDT6FP91,British Virgin Islands,1.19,SPDR Refinitiv Global Convertible Bond EUR Hedged UCITS ETF,FTSE Qualified Global Convertible (EUR Hedged)
GCVE,IE00BDT6FP91,Other,57.54,SPDR Refinitiv Global Convertible Bond EUR Hedged UCITS ETF,FTSE Qualified Global Convertible (EUR Hedged)
QDVD,IE00BKM4H312,United States,90.56,iShares MSCI USA Dividend IQ UCITS ETF,MSCI USA High Dividend Yield
QDVD,IE00BKM4H312,Ireland,5.02,iShares MSCI USA Dividend IQ UCITS ETF,MSCI USA High Dividend Yield
QDVD,IE00BKM4H312,Other,4.42,iShares MSCI USA Dividend IQ UCITS ETF,MSCI USA High Dividend Yield
MEUD,LU0908500753,United Kingdom,22.24,Amundi Stoxx Europe 600 UCITS ETF Acc,STOXX Europe 600
MEUD,LU0908500753,France,15.7,Amundi Stoxx Europe 600 UCITS ETF Acc,STOXX Europe 600
MEUD,LU0908500753,Switzerland,14.45,Amundi Stoxx Europe 600 UCITS ETF Acc,STOXX Europe 600
MEUD,LU0908500753,Germany,13.46,Amundi Stoxx Europe 600 UCITS ETF Acc,STOXX Europe 600
MEUD,LU0908500753,Netherlands,7.98,Amundi Stoxx Europe 600 UCITS ETF Acc,STOXX Europe 600
MEUD,LU0908500753,Sweden,4.8,Amundi Stoxx Europe 600 UCITS ETF Acc,STOXX Europe 600
MEUD,LU0908500753,Italy,4.15,Amundi Stoxx Europe 600 UCITS ETF Acc,STOXX Europe 600
MEUD,LU0908500753,Spain,3.98,Amundi Stoxx Europe 600 UCITS ETF Acc,STOXX Europe 600
MEUD,LU0908500753,Denmark,1.99,Amundi Stoxx Europe 600 UCITS ETF Acc,STOXX Europe 600
MEUD,LU0908500753,Other,11.25,Amundi Stoxx Europe 600 UCITS ETF Acc,STOXX Europe 600
AME6,LU1681040223,United Kingdom,20.12,Amundi STOXX Europe 600 UCITS ETF EUR (C),STOXX Europe 600
AME6,LU1681040223,Switzerland,15.56,Amundi STOXX Europe 600 UCITS ETF EUR (C),STOXX Europe 600
AME6,LU1681040223,Germany,14.63,Amundi STOXX Europe 600 UCITS ETF EUR (C),STOXX Europe 600
AME6,LU1681040223,France,14.16,Amundi STOXX Europe 600 UCITS ETF EUR (C),STOXX Europe 600
AME6,LU1681040223,Netherlands,7.72,Amundi STOXX Europe 600 UCITS ETF EUR (C),STOXX Europe 600
AME6,LU1681040223,Sweden,4.9,Amundi STOXX Europe 600 UCITS ETF EUR (C),STOXX Europe 600
AME6,LU1681040223,Spain,4.63,Amundi STOXX Europe 600 UCITS ETF EUR (C),STOXX Europe 600
AME6,LU1681040223,Italy,4.15,Amundi STOXX Europe 600 UCITS ETF EUR (C),STOXX Europe 600
AME6,LU1681040223,Denmark,1.66,Amundi STOXX Europe 600 UCITS ETF EUR (C),STOXX Europe 600
AME6,LU1681040223,Other,12.47,Amundi STOXX Europe 600 UCITS ETF EUR (C),STOXX Europe 600
ELFA,DE000ETFL466,France,35.35,Deka EURO STOXX 50 (thesaurierend) UCITS ETF,EURO STOXX 50
ELFA,DE000ETFL466,Germany,27.43,Deka EURO STOXX 50 (thesaurierend) UCITS ETF,EURO STOXX 50
ELFA,DE000ETFL466,Netherlands,18.29,Deka EURO STOXX 50 (thesaurierend) UCITS ETF,EURO STOXX 50
ELFA,DE000ETFL466,Spain,7.88,Deka EURO STOXX 50 (thesaurierend) UCITS ETF,EURO STOXX 50
ELFA,DE000ETFL466,Italy,6.43,Deka EURO STOXX 50 (thesaurierend) UCITS ETF,EURO STOXX 50
ELFA,DE000ETFL466,Finland,2.04,Deka EURO STOXX 50 (thesaurierend) UCITS ETF,EURO STOXX 50
ELFA,DE000ETFL466,Belgium,1.81,Deka EURO STOXX 50 (thesaurierend) UCITS ETF,EURO STOXX 50
ELFA,DE000ETFL466,Other,0.77,Deka EURO STOXX 50 (thesaurierend) UCITS ETF,EURO STOXX 50
EM1015,LU1650489385,France,22.57,Amundi Euro Government Bond 10-15Y UCITS ETF Acc,Bloomberg Euro Treasury 50bn 10-15 Year Bond
EM1015,LU1650489385,Italy,21.08,Amundi Euro Government Bond 10-15Y UCITS ETF Acc,Bloomberg Euro Treasury 50bn 10-15 Year Bond
EM1015,LU1650489385,Germany,12.45,Amundi Euro Government Bond 10-15Y UCITS ETF Acc,Bloomberg Euro Treasury 50bn 10-15 Year Bond
EM1015,LU1650489385,Spain,9.13,Amundi Euro Government Bond 10-15Y UCITS ETF Acc,Bloomberg Euro Treasury 50bn 10-15 Year Bond
EM1015,LU1650489385,Belgium,7.27,Amundi Euro Government Bond 10-15Y UCITS ETF Acc,Bloomberg Euro Treasury 50bn 10-15 Year Bond
EM1015,LU1650489385,Netherlands,5.58,Amundi Euro Government Bond 10-15Y UCITS ETF Acc,Bloomberg Euro Treasury 50bn 10-15 Year Bond
EM1015,LU1650489385,Austria,3.86,Amundi Euro Government Bond 10-15Y UCITS ETF Acc,Bloomberg Euro Treasury 50bn 10-15 Year Bond
EM1015,LU1650489385,Portugal,3.47,Amundi Euro Government Bond 10-15Y UCITS ETF Acc,Bloomberg Euro Treasury 50bn 10-15 Year Bond
EM1015,LU1650489385,Ireland,2.13,Amundi Euro Government Bond 10-15Y UCITS ETF Acc,Bloomberg Euro Treasury 50bn 10-15 Year Bond
EM1015,LU1650489385,Other,12.46,Amundi Euro Government Bond 10-15Y UCITS ETF Acc,Bloomberg Euro Treasury 50bn 10-15 Year Bond
XSNR,LU0292106084,France,21.22,Xtrackers STOXX Europe 600 Industrial Goods Swap UCITS ETF 1C,STOXX Europe 600 Industrial Goods & Services
XSNR,LU0292106084,Germany,17.65,Xtrackers STOXX Europe 600 Industrial Goods Swap UCITS ETF 1C,STOXX Europe 600 Industrial Goods & Services
XSNR,LU0292106084,Sweden,17.41,Xtrackers STOXX Europe 600 Industrial Goods Swap UCITS ETF 1C,STOXX Europe 600 Industrial Goods & Services
XSNR,LU0292106084,United Kingdom,11.28,Xtrackers STOXX Europe 600 Industrial Goods Swap UCITS ETF 1C,STOXX Europe 600 Industrial Goods & Services
XSNR,LU0292106084,Switzerland,10.4,Xtrackers STOXX Europe 600 Industrial Goods Swap UCITS ETF 1C,STOXX Europe 600 Industrial Goods & Services
XSNR,LU0292106084,Ireland,5.32,Xtrackers STOXX Europe 600 Industrial Goods Swap UCITS ETF 1C,STOXX Europe 600 Industrial Goods & Services
XSNR,LU0292106084,Denmark,5.11,Xtrackers STOXX Europe 600 Industrial Goods Swap UCITS ETF 1C,STOXX Europe 600 Industrial Goods & Services
XSNR,LU0292106084,Netherlands,3.68,Xtrackers STOXX Europe 600 Industrial Goods Swap UCITS ETF 1C,STOXX Europe 600 Industrial Goods & Services
XSNR,LU0292106084,Finland,2.21,Xtrackers STOXX Europe 600 Industrial Goods Swap UCITS ETF 1C,STOXX Europe 600 Industrial Goods & Services
XSNR,LU0292106084,Other,5.72,Xtrackers STOXX Europe 600 Industrial Goods Swap UCITS ETF 1C,STOXX Europe 600 Industrial Goods & Services
EXV6,DE000A0F5UK5,United Kingdom,47.41,iShares STOXX Europe 600 Basic Resources UCITS ETF (DE),STOXX Europe 600 Basic Resources
EXV6,DE000A0F5UK5,Switzerland,14.79,iShares STOXX Europe 600 Basic Resources UCITS ETF (DE),STOXX Europe 600 Basic Resources
EXV6,DE000A0F5UK5,Sweden,9.86,iShares STOXX Europe 600 Basic Resources UCITS ETF (DE),STOXX Europe 600 Basic Resources
EXV6,DE000A0F5UK5,Finland,9.71,iShares STOXX Europe 600 Basic Resources UCITS ETF (DE),STOXX Europe 600 Basic Resources
EXV6,DE000A0F5UK5,Luxembourg,4.61,iShares STOXX Europe 600 Basic Resources UCITS ETF (DE),STOXX Europe 600 Basic Resources
EXV6,DE000A0F5UK5,Norway,3.37,iShares STOXX Europe 600 Basic Resources UCITS ETF (DE),STOXX Europe 600 Basic Resources
EXV6,DE000A0F5UK5,Poland,1.77,iShares STOXX Europe 600 Basic Resources UCITS ETF (DE),STOXX Europe 600 Basic Resources
EXV6,DE000A0F5UK5,Other,8.48,iShares STOXX Europe 600 Basic Resources UCITS ETF (DE),STOXX Europe 600 Basic Resources
FLXE,IE00BF2B0K52,China,27.26,Franklin Emerging Markets UCITS ETF,LibertyQ Emerging Markets
FLXE,IE00BF2B0K52,India,13.78,Franklin Emerging Markets UCITS ETF,LibertyQ Emerging Markets
FLXE,IE00BF2B0K52,Taiwan,9.36,Franklin Emerging Markets UCITS ETF,LibertyQ Emerging Markets
FLXE,IE00BF2B0K52,South Korea,7.84,Franklin Emerging Markets UCITS ETF,LibertyQ Emerging Markets
FLXE,IE00BF2B0K52,Brazil,5.66,Franklin Emerging Markets UCITS ETF,LibertyQ Emerging Markets
FLXE,IE00BF2B0K52,Saudi Arabia,4.43,Franklin Emerging Markets UCITS ETF,LibertyQ Emerging Markets
FLXE,IE00BF2B0K52,United Arab Emirates,3.71,Franklin Emerging Markets UCITS ETF,LibertyQ Emerging Markets
FLXE,IE00BF2B0K52,Mexico,2.9,Franklin Emerging Markets UCITS ETF,LibertyQ Emerging Markets
FLXE,IE00BF2B0K52,Indonesia,2.67,Franklin Emerging Markets UCITS ETF,LibertyQ Emerging Markets
FLXE,IE00BF2B0K52,Other,22.39,Franklin Emerging Markets UCITS ETF,LibertyQ Emerging Markets
WTAI,IE00BDVPNG13,United States,71.45,WisdomTree Artificial Intelligence UCITS ETF USD Acc,Nasdaq CTA Artificial Intelligence
WTAI,IE00BDVPNG13,South Korea,3.94,WisdomTree Artificial Intelligence UCITS ETF USD Acc,Nasdaq CTA Artificial Intelligence
WTAI,IE00BDVPNG13,Taiwan,3.01,WisdomTree Artificial Intelligence UCITS ETF USD Acc,Nasdaq CTA Artificial Intelligence
WTAI,IE00BDVPNG13,Netherlands,2.69,WisdomTree Artificial Intelligence UCITS ETF USD Acc,Nasdaq CTA Artificial Intelligence
WTAI,IE00BDVPNG13,Switzerland,1.56,WisdomTree Artificial Intelligence UCITS ETF USD Acc,Nasdaq CTA Artificial Intelligence
WTAI,IE00BDVPNG13,Japan,1.5,WisdomTree Artificial Intelligence UCITS ETF USD Acc,Nasdaq CTA Artificial Intelligence
WTAI,IE00BDVPNG13,France,1.1,WisdomTree Artificial Intelligence UCITS ETF USD Acc,Nasdaq CTA Artificial Intelligence
WTAI,IE00BDVPNG13,United Kingdom,1.03,WisdomTree Artificial Intelligence UCITS ETF USD Acc,Nasdaq CTA Artificial Intelligence
WTAI,IE00BDVPNG13,Other,13.72,WisdomTree Artificial Intelligence UCITS ETF USD Acc,Nasdaq CTA Artificial Intelligence
EXW1,DE0005933956,France,36.2,iShares EURO STOXX 50 UCITS ETF (DE),EURO STOXX 50
EXW1,DE0005933956,Germany,28.23,iShares EURO STOXX 50 UCITS ETF (DE),EURO STOXX 50
EXW1,DE0005933956,Netherlands,17.54,iShares EURO STOXX 50 UCITS ETF (DE),EURO STOXX 50
EXW1,DE0005933956,Spain,7.45,iShares EURO STOXX 50 UCITS ETF (DE),EURO STOXX 50
EXW1,DE0005933956,Italy,7.19,iShares EURO STOXX 50 UCITS ETF (DE),EURO STOXX 50
EXW1,DE0005933956,Finland,1.76,iShares EURO STOXX 50 UCITS ETF (DE),EURO STOXX 50
EXW1,DE0005933956,Belgium,1.44,iShares EURO STOXX 50 UCITS ETF (DE),EURO STOXX 50
EXW1,DE0005933956,Other,0.19,iShares EURO STOXX 50 UCITS ETF (DE),EURO STOXX 50
GLAE,IE00BF1QPL78,United States,27.13,SPDR Bloomberg Global Aggregate Bond UCITS ETF EUR Hedged,Bloomberg Global Aggregate Bond (EUR Hedged)
GLAE,IE00BF1QPL78,Japan,9.59,SPDR Bloomberg Global Aggregate Bond UCITS ETF EUR Hedged,Bloomberg Global Aggregate Bond (EUR Hedged)
GLAE,IE00BF1QPL78,China,5.86,SPDR Bloomberg Global Aggregate Bond UCITS ETF EUR Hedged,Bloomberg Global Aggregate Bond (EUR Hedged)
GLAE,IE00BF1QPL78,France,3.94,SPDR Bloomberg Global Aggregate Bond UCITS ETF EUR Hedged,Bloomberg Global Aggregate Bond (EUR Hedged)
GLAE,IE00BF1QPL78,United Kingdom,3.73,SPDR Bloomberg Global Aggregate Bond UCITS ETF EUR Hedged,Bloomberg Global Aggregate Bond (EUR Hedged)
GLAE,IE00BF1QPL78,Germany,3.12,SPDR Bloomberg Global Aggregate Bond UCITS ETF EUR Hedged,Bloomberg Global Aggregate Bond (EUR Hedged)
GLAE,IE00BF1QPL78,Canada,2.58,SPDR Bloomberg Global Aggregate Bond UCITS ETF EUR Hedged,Bloomberg Global Aggregate Bond (EUR Hedged)
GLAE,IE00BF1QPL78,Italy,2.37,SPDR Bloomberg Global Aggregate Bond UCITS ETF EUR Hedged,Bloomberg Global Aggregate Bond (EUR Hedged)
GLAE,IE00BF1QPL78,Spain,1.82,SPDR Bloomberg Global Aggregate Bond UCITS ETF EUR Hedged,Bloomberg Global Aggregate Bond (EUR Hedged)
GLAE,IE00BF1QPL78,Other,39.86,SPDR Bloomberg Global Aggregate Bond UCITS ETF EUR Hedged,Bloomberg Global Aggregate Bond (EUR Hedged)
XXSC,LU0322253906,United Kingdom,27.74,Xtrackers MSCI Europe Small Cap UCITS ETF 1C,MSCI Europe Small Cap
XXSC,LU0322253906,Sweden,10.48,Xtrackers MSCI Europe Small Cap UCITS ETF 1C,MSCI Europe Small Cap
XXSC,LU0322253906,Switzerland,8.93,Xtrackers MSCI Europe Small Cap UCITS ETF 1C,MSCI Europe Small Cap
XXSC,LU0322253906,France,7.06,Xtrackers MSCI Europe Small Cap UCITS ETF 1C,MSCI Europe Small Cap
XXSC,LU0322253906,Germany,6.79,Xtrackers MSCI Europe Small Cap UCITS ETF 1C,MSCI Europe Small Cap
XXSC,LU0322253906,Italy,5.88,Xtrackers MSCI Europe Small Cap UCITS ETF 1C,MSCI Europe Small Cap
XXSC,LU0322253906,Denmark,4.1,Xtrackers MSCI Europe Small Cap UCITS ETF 1C,MSCI Europe Small Cap
XXSC,LU0322253906,Spain,3.85,Xtrackers MSCI Europe Small Cap UCITS ETF 1C,MSCI Europe Small Cap
XXSC,LU0322253906,Norway,3.53,Xtrackers MSCI Europe Small Cap UCITS ETF 1C,MSCI Europe Small Cap
XXSC,LU0322253906,Other,21.64,Xtrackers MSCI Europe Small Cap UCITS ETF 1C,MSCI Europe Small Cap
GLUG,IE00BK5BC891,United States,52.77,L&G Clean Water UCITS ETF,Solactive Clean Water
GLUG,IE00BK5BC891,United Kingdom,12.47,L&G Clean Water UCITS ETF,Solactive Clean Water
GLUG,IE00BK5BC891,Japan,9.47,L&G Clean Water UCITS ETF,Solactive Clean Water
GLUG,IE00BK5BC891,Switzerland,3.75,L&G Clean Water UCITS ETF,Solactive Clean Water
GLUG,IE00BK5BC891,Finland,3.65,L&G Clean Water UCITS ETF,Solactive Clean Water
GLUG,IE00BK5BC891,Hong Kong,3.51,L&G Clean Water UCITS ETF,Solactive Clean Water
GLUG,IE00BK5BC891,Netherlands,1.86,L&G Clean Water UCITS ETF,Solactive Clean Water
GLUG,IE00BK5BC891,Taiwan,1.62,L&G Clean Water UCITS ETF,Solactive Clean Water
GLUG,IE00BK5BC891,Cayman Islands,1.44,L&G Clean Water UCITS ETF,Solactive Clean Water
GLUG,IE00BK5BC891,China,1.36,L&G Clean Water UCITS ETF,Solactive Clean Water
GLUG,IE00BK5BC891,Other,8.1,L&G Clean Water UCITS ETF,Solactive Clean Water
LOCK,IE00BG0J4C88,United States,63.3,iShares Digital Security UCITS ETF USD (Acc),STOXX Global Digital Security
LOCK,IE00BG0J4C88,Japan,12.73,iShares Digital Security UCITS ETF USD (Acc),STOXX Global Digital Security
LOCK,IE00BG0J4C88,Israel,3.65,iShares Digital Security UCITS ETF USD (Acc),STOXX Global Digital Security
LOCK,IE00BG0J4C88,Taiwan,3.44,iShares Digital Security UCITS ETF USD (Acc),STOXX Global Digital Security
LOCK,IE00BG0J4C88,India,3.37,iShares Digital Security UCITS ETF USD (Acc),STOXX Global Digital Security
LOCK,IE00BG0J4C88,Bermuda,1.75,iShares Digital Security UCITS ETF USD (Acc),STOXX Global Digital Security
LOCK,IE00BG0J4C88,Ireland,1.61,iShares Digital Security UCITS ETF USD (Acc),STOXX Global Digital Security
LOCK,IE00BG0J4C88,Sweden,1.11,iShares Digital Security UCITS ETF USD (Acc),STOXX Global Digital Security
LOCK,IE00BG0J4C88,Australia,1.08,iShares Digital Security UCITS ETF USD (Acc),STOXX Global Digital Security
LOCK,IE00BG0J4C88,Other,7.96,iShares Digital Security UCITS ETF USD (Acc),STOXX Global Digital Security
VJPN,IE00B95PGT31,Japan,98.0,Vanguard FTSE Japan UCITS ETF Distributing,FTSE Japan
VJPN,IE00B95PGT31,Other,2.0,Vanguard FTSE Japan UCITS ETF Distributing,FTSE Japan
VHYL,IE00B8GKDB10,United States,42.5,Vanguard FTSE All-World High Dividend Yield UCITS ETF Distributing,FTSE All-World High Dividend Yield
VHYL,IE00B8GKDB10,Japan,8.45,Vanguard FTSE All-World High Dividend Yield UCITS ETF Distributing,FTSE All-World High Dividend Yield
VHYL,IE00B8GKDB10,United Kingdom,6.75,Vanguard FTSE All-World High Dividend Yield UCITS ETF Distributing,FTSE All-World High Dividend Yield
VHYL,IE00B8GKDB10,Switzerland,4.58,Vanguard FTSE All-World High Dividend Yield UCITS ETF Distributing,FTSE All-World High Dividend Yield
VHYL,IE00B8GKDB10,Canada,3.86,Vanguard FTSE All-World High Dividend Yield UCITS ETF Distributing,FTSE All-World High Dividend Yield
VHYL,IE00B8GKDB10,Australia,3.5,Vanguard FTSE All-World High Dividend Yield UCITS ETF Distributing,FTSE All-World High Dividend Yield
VHYL,IE00B8GKDB10,Germany,3.08,Vanguard FTSE All-World High Dividend Yield UCITS ETF Distributing,FTSE All-World High Dividend Yield
VHYL,IE00B8GKDB10,France,3.06,Vanguard FTSE All-World High Dividend Yield UCITS ETF Distributing,FTSE All-World High Dividend Yield
VHYL,IE00B8GKDB10,China,3.0,Vanguard FTSE All-World High Dividend Yield UCITS ETF Distributing,FTSE All-World High Dividend Yield
VHYL,IE00B8GKDB10,Other,21.22,Vanguard FTSE All-World High Dividend Yield UCITS ETF Distributing,FTSE All-World High Dividend Yield
EXV1,DE000A0F5UJ7,United Kingdom,26.13,iShares STOXX Europe 600 Banks UCITS ETF (DE),STOXX Europe 600 Banks
EXV1,DE000A0F5UJ7,Spain,14.4,iShares STOXX Europe 600 Banks UCITS ETF (DE),STOXX Europe 600 Banks
EXV1,DE000A0F5UJ7,Italy,13.72,iShares STOXX Europe 600 Banks UCITS ETF (DE),STOXX Europe 600 Banks
EXV1,DE000A0F5UJ7,France,9.18,iShares STOXX Europe 600 Banks UCITS ETF (DE),STOXX Europe 600 Banks
EXV1,DE000A0F5UJ7,Sweden,5.34,iShares STOXX Europe 600 Banks UCITS ETF (DE),STOXX Europe 600 Banks
EXV1,DE000A0F5UJ7,Netherlands,5.19,iShares STOXX Europe 600 Banks UCITS ETF (DE),STOXX Europe 600 Banks
EXV1,DE000A0F5UJ7,Germany,4.58,iShares STOXX Europe 600 Banks UCITS ETF (DE),STOXX Europe 600 Banks
EXV1,DE000A0F5UJ7,Finland,3.4,iShares STOXX Europe 600 Banks UCITS ETF (DE),STOXX Europe 600 Banks
EXV1,DE000A0F5UJ7,Denmark,2.63,iShares STOXX Europe 600 Banks UCITS ETF (DE),STOXX Europe 600 Banks
EXV1,DE000A0F5UJ7,Other,15.43,iShares STOXX Europe 600 Banks UCITS ETF (DE),STOXX Europe 600 Banks
EXW3,DE0005933949,United Kingdom,23.95,iShares STOXX Europe 50 UCITS ETF (DE),STOXX Europe 50
EXW3,DE0005933949,France,21.47,iShares STOXX Europe 50 UCITS ETF (DE),STOXX Europe 50
EXW3,DE0005933949,Switzerland,18.59,iShares STOXX Europe 50 UCITS ETF (DE),STOXX Europe 50
EXW3,DE0005933949,Germany,14.34,iShares STOXX Europe 50 UCITS ETF (DE),STOXX Europe 50
EXW3,DE0005933949,Netherlands,8.96,iShares STOXX Europe 50 UCITS ETF (DE),STOXX Europe 50
EXW3,DE0005933949,Italy,3.28,iShares STOXX Europe 50 UCITS ETF (DE),STOXX Europe 50
EXW3,DE0005933949,Spain,2.8,iShares STOXX Europe 50 UCITS ETF (DE),STOXX Europe 50
EXW3,DE0005933949,Other,6.61,iShares STOXX Europe 50 UCITS ETF (DE),STOXX Europe 50
CORP,IE00B7J7TB45,United States,46.02,iShares Global Corporate Bond UCITS ETF,Bloomberg Global Aggregate Corporate
CORP,IE00B7J7TB45,United Kingdom,5.21,iShares Global Corporate Bond UCITS ETF,Bloomberg Global Aggregate Corporate
CORP,IE00B7J7TB45,France,4.3,iShares Global Corporate Bond UCITS ETF,Bloomberg Global Aggregate Corporate
CORP,IE00B7J7TB45,Canada,4.16,iShares Global Corporate Bond UCITS ETF,Bloomberg Global Aggregate Corporate
CORP,IE00B7J7TB45,Netherlands,3.97,iShares Global Corporate Bond UCITS ETF,Bloomberg Global Aggregate Corporate
CORP,IE00B7J7TB45,Japan,2.31,iShares Global Corporate Bond UCITS ETF,Bloomberg Global Aggregate Corporate
CORP,IE00B7J7TB45,Germany,1.45,iShares Global Corporate Bond UCITS ETF,Bloomberg Global Aggregate Corporate
